relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
core,JURIX,2013,determinacy-frontier,prior-art,high,270,21,http://ruj.uj.edu.pl/xmlui/handle/item/13067,Towards Systematic Research on Statutory Interpretation in AI and Law,Michal Araszkiewicz,Semi-formal model of statutory-interpretation argumentation with term-extension analysis,conf/jurix/Araszkiewicz13
core,ICAIL,1989,determinacy-frontier|intro,prior-art,high,271,36,https://dl.acm.org/doi/pdf/10.1145/74014.74021,Interpreting Statutory Predicates,Edwina L. Rissland; David B. Skalak,CABARET hybrid CBR+rule-based system for statutory predicate interpretation,conf/icail/RisslandS89
core,ICAIL,1995,cnl|intro,method-to-borrow,high,275,6,https://dl.acm.org/doi/pdf/10.1145/222092.222224,A Computational Framework for Dialectical Reasoning,Pierre St-Vincent; Daniel Poulin; Paul Bratley,Meta-level rule system preserving isomorphic representation of legal knowledge,conf/icail/St-VincentPB95
core,ICAIL,2013,determinacy-frontier,prior-art,high,276,3,,Vagueness in law: a stimulus for &apos;artificial intelligence &amp; law&apos;,Doris Liebwald,Analyzes vagueness in legal language as challenge/opportunity for AI&Law,conf/icail/Liebwald13
core,JURIX,2024,bounded-deontics,prior-art,high,277,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241239,Norm Compliance in Reinforcement Learning Agents via Restraining Bolts,Emery A. Neufeld; Agata Ciabattoni; Radu Florin Tulcan,"Restraining bolts capturing contrary-to-duty, exceptions, temporal obligations for RL agents",conf/jurix/NeufeldCT24
core,JURIX,2018,bounded-deontics|cnl,prior-art,high,281,58,https://doi.org/10.3233/978-1-61499-935-5-91,Legal Ontology for Modelling GDPR Concepts and Norms,Monica Palmirani; Michele Martoni; Arianna Rossi; Cesare Bartolini; Livio Robaldo,PrOnto GDPR ontology using LegalRuleML/defeasible logic for rights and duties,conf/jurix/PalmiraniMRBR18
core,JURIX,2015,bounded-deontics|intro,prior-art,high,282,4,https://www.um.edu.mt/library/oar//handle/123456789/27636,Conditional Permissions in Contracts,Gordon J. Pace; Fernando Schapachnik; Gerardo Schneider,Formalizes family of conditional-permission deontic operators for contract automata,conf/jurix/PaceSS15
core,ICAIL,2007,determinacy-frontier|intro,prior-art,high,284,0,,NewMINT interpretation assistance system: United States Constitution First Amendment&apos;s initial 1344 interpretations,Layman E. Allen; Adam W. Tury,NewMINT generates 1344 formal interpretations of First Amendment ambiguities,conf/icail/AllenT07
core,JURIX,2021,bounded-deontics,prior-art,high,285,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210336,Timed Dyadic Deontic Logic,Karam Younes Kharraz; Martin Leucker; Gerardo Schneider,Timed dyadic deontic logic with reparation operator for contrary-to-duty/deadlines,conf/jurix/KharrazLS21
core,JURIX,2024,bounded-deontics,prior-art,high,286,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241273,A Logical Framework for Weak Permissions in Criminal Procedure,Guido Governatori; Antonino Rotolo,Dialogue-game logic for weak permissions requiring judicial determination,conf/jurix/GovernatoriR24
core,JURIX,2025,bounded-deontics,method-to-borrow,high,287,0,https://doi.org/10.3233/faia251629,Plans and Diversions EA,Galileo Sartor; Guido Governatori; Giuseppe Pisano; Antonino Rotolo; Adam Wyner,Defeasible deontic logic in ASP integrated with planning for AV legal compliance,conf/jurix/SartorGPR025
core,ICAIL,2025,cnl|intro,method-to-borrow,high,291,2,https://doi.org/10.1145/3769126.3769222,Towards Machine-Readable Traffic Laws: Formalizing Traffic Rules into PROLOG Using LLMs,May Myo Zin; Georg Borges; Ken Satoh; Wachara Fungwacharakorn,LLM pipeline: traffic rules to Logical English then PROLOG for AV compliance,conf/icail/ZinBSF25
core,JURIX,2011,bounded-deontics|intro,prior-art,high,292,7,,"Permissions in Contracts, a Logical Insight",Gordon J. Pace; Fernando Schapachnik,"Automata-based semantics for permissions in multi-party contracts, strictness analysis",conf/jurix/PaceS11
core,JURIX,2009,intro|determinacy-frontier,prior-art,high,295,40,,Rule-based versus Principle-based Regulatory Compliance,Brigitte Burgemeestre; Joris Hulstijn; Yao-Hua Tan,Compares rule-based vs principle-based regulatory compliance reasoning (EU vs US customs),conf/jurix/BurgemeestreHT09
core,ICAIL,2017,determinacy-frontier|intro,prior-art,high,298,5,https://research.rug.nl/en/publications/c93c1d4a-bbc8-4e5b-af86-bfe381ac460e,On making autonomous vehicles respect traffic law: a case study for dutch law,Henry Prakken,Evaluates AV traffic-law compliance designs against exceptions/vagueness in Dutch law,conf/icail/Prakken17
core,JURIX,2014,intro,prior-art,high,303,11,https://pure.uva.nl/ws/files/38829899/154586_JURIX2014.pdf,On the Interactional Meaning of Fundamental Legal Concepts,Giovanni Sileno; Alexander Boer; Tom M. van Engers,Petri-net analysis of Hohfeldian jural relations as interactional obligations/liabilities,conf/jurix/SilenoBE14
core,ICAIL,2025,determinacy-frontier,prior-art,high,305,1,https://doi.org/10.1145/3769126.3769226,DeCoRA: Definition and Context Reasoning in Argumentation,Ngoc-Duy Mai; Xuan-Bach Le; Thi-Hai-Yen Vuong; Ha-Thanh Nguyen; Kostas Stathis; Ken Satoh,DeCoRA: context-aware framework for resolving ambiguous/conflicting legal definitions,conf/icail/MaiLVNSS25
core,ICAIL,1991,intro,prior-art,high,311,41,,Separating World and Regulation Knowledge: Where is the Logic,Joost Breuker; Nienke den Haan,Classic KR debate: separating world knowledge from regulation knowledge in legal reasoning,conf/icail/BreukerH91
core,ICAIL,1997,intro,prior-art,high,312,10,https://dl.acm.org/doi/pdf/10.1145/261618.261633,Formalization of Legislative Documents Based on a Functional Model,Daniela Tiscornia; Fabrizio Turchi,Functional-model formalization of legislative documents for drafting support,conf/icail/TiscorniaT97
core,DEON,2010,bounded-deontics,prior-art,high,314,11,,"Relevance, Derogation and Permission",Audun Stolpe,"Positive-permission theory via derogation; resolves triviality result, technical contribution to permission logic.",conf/deon/Stolpe10
core,ICAIL,2025,determinacy-frontier,method-to-borrow,high,315,0,https://doi.org/10.1145/3769126.3769246,AF-XRAY: Visual Explanation and Resolution of Ambiguity in Legal Argumentation Frameworks,Yilin Xia; Heng Zheng; Shawn Bowers; Bertram Ludäscher,AF-XRAY toolkit visualizing/resolving ambiguity in legal argumentation frameworks,conf/icail/Xia0BL25
core,ICAIL,1987,intro,prior-art,high,317,20,,Support for Policy Makers: Formulating Legislation with the Aid of Logical Models,Trevor J. M. Bench-Capon,Classic paper on formulating legislation with the aid of logical models,conf/icail/Bench-Capon87
core,JURIX,2009,intro|cnl,method-to-borrow,high,323,40,,Multi-layer Markup and Ontological Structures in Akoma Ntoso,Gioele Barabucci; Luca Cervone; Monica Palmirani; Silvio Peroni; Fabio Vitali,Akoma Ntoso multi-layer markup enabling multiple interpretations of legal texts,conf/jurix/BarabucciCPPV09
core,ICAIL,1987,bounded-deontics,prior-art,high,324,24,https://dl.acm.org/doi/pdf/10.1145/41735.41753,Legal Reasoning in 3-D,Marvin Belzer,"Modal deontic logic 3-D with relative weight between competing norms, PROLOG",conf/icail/Belzer87
core,JURIX,2025,determinacy-frontier,prior-art,high,326,0,https://doi.org/10.3233/faia251572,Precedent as Interpretive Resource: A Case Frame Analysis of Statutory Reasoning,Michal Araszkiewicz,Case-frame analysis of precedent as interpretive resource in statutory reasoning,conf/jurix/Araszkiewicz25
core,JURIX,2025,intro|bounded-deontics,method-to-borrow,high,327,0,https://doi.org/10.3233/faia251587,Validity Diagrams,Diogo Sasdelli; Bianca Steffes,Validity diagrams visualizing conditional norms and legal if-then structures,conf/jurix/SasdelliS25
core,JURIX,2020,bounded-deontics|intro|fm-in-law,prior-art,high,329,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200852,A General Theory of Contract Conflicts with Environmental Constraints,Gordon J. Pace,Extends CL contract-conflict analysis to environmental action constraints,conf/jurix/Pace20
core,JURIX,2023,bounded-deontics,prior-art,high,335,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230947,Arguing About Choosing a Normative System: Conflict of Laws,Kees van Berkel; Réka Markovich; Christian Straßer; Leendert van der Torre,Formal model of conflict-of-laws reasoning integrating Input/Output deontic logic and argumentation,conf/jurix/0002MST23
core,ICAIL,1991,determinacy-frontier,prior-art,high,337,27,,More IA Needed in AI: Interpretation Assistance for Coping with the Problem of Multiple Structural Interpretations,Layman E. Allen; Charles S. Saxon,Interpretation-assistance system for multiple structural interpretations of legal rules,conf/icail/AllenS91
core,ICAIL,2023,intro|bounded-deontics,prior-art,high,338,2,,Computable Contracts by Extracting Obligation Logic Graphs,Sergio Servantez; Nedim Lipka; Alexa F. Siu; Milan Aggarwal; Balaji Krishnamurthy; Aparna Garimella; Kristian J. Hammond; Rajiv Jain,Extracts Obligation Logic Graphs from NL contracts to generate computable-contract code,conf/icail/ServantezLSAKGH23
core,JURIX,2014,bounded-deontics|fm-in-law,prior-art,high,339,2,,Analysing Norms with Transition Systems,Trevor J. M. Bench-Capon,Applies MAS transition-system techniques to norm design and analysis,conf/jurix/Bench-Capon14
core,ICAIL,2003,bounded-deontics,prior-art,high,341,8,,Positive and Negative Expectations and the Deontic Nature of Social Conventions,Cristiano Castelfranchi; Luca Tummolini,"Analyzes deontic nature of social conventions via expectations, prescription, permission",conf/icail/CastelfranchiT03
core,DEON,2008,bounded-deontics,prior-art,med,346,14,http://www.iiia.csic.es/files/pdfs/1659.pdf,Introducing Grades in Deontic Logics,Pilar Dellunde; Lluís Godo,Introduces graded/fuzzy modalities into standard deontic logic; deontic-as-lattice extension.,conf/deon/DellundeG08
core,ICAIL,2005,bounded-deontics,prior-art,high,353,24,http://dspace.library.uu.nl:8080/handle/1874/19632,Modal logic investigations in the Modal logic investigations in the semantics of counts semantics of counts-as as,Davide Grossi; John-Jules Ch. Meyer; Frank Dignum,"Modal-logic semantics of counts-as, foundational to normative-system/deontic representation",conf/icail/GrossiMD05
core,ICAIL,2023,bounded-deontics,prior-art,high,355,1,,Multi-agent logic for reasoning about duties and powers in private law,Tianwen Xu; Fengkui Ju,Multi-agent dynamic deontic logic for duties and powers in private law,conf/icail/XuJ23
core,ICAIL,1997,intro,prior-art,high,358,4,https://dl.acm.org/doi/pdf/10.1145/261618.261623,Achieving Fluency in Modernized and Formalized Hohfeld: Puzzles and Games for the LEGAL RELATIONS Language,Layman E. Allen; Charles S. Saxon,"LEGAL RELATIONS Language: formalized Hohfeldian language for legal analysis, puzzles/games for fluency",conf/icail/AllenS97
core,ICAIL,1993,intro|determinacy-frontier,prior-art,high,359,23,,The Use of Meta-Rules in Rule Based Legal Computer Systems,Uri J. Schild; Shai Herzog,"Meta-rules mechanism atop formalized legislation, addressing intrinsic vagueness of legal rules",conf/icail/SchildH93
core,JURIX,2014,bounded-deontics|intro,prior-art,high,361,8,https://www.um.edu.mt/library/oar/bitstream/123456789/24153/1/jurix2014.pdf,Contract Automata with Reparations,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,Contract automata extended with reparation clauses for contract violations,conf/jurix/AzzopardiPS14
core,ICAIL,1997,bounded-deontics,prior-art,high,363,32,https://dl.acm.org/doi/pdf/10.1145/261618.261658,Towards a Logical Formalization of Responsibility,Laurence Cholvy; Frédéric Cuppens; Claire Saurel,Logical framework combining deontic logic with action logic to formalize responsibility,conf/icail/CholvyCS97
core,DEON,2010,bounded-deontics,prior-art,high,366,17,,Deontics = Betterness + Priority,Johan van Benthem; Davide Grossi; Fenrong Liu,Foundational reformulation: deontic logic as betterness ordering + priority/law; core obligation semantics.,conf/deon/BenthemGL10
core,DEON,1996,bounded-deontics,prior-art,med,368,41,,Getting Personal: Some Notes on the Relationship Between Personal and Impersonal Obligation,Christen Krogh; Henning Herrestad,"Analyzes personal vs impersonal deontic notions, refining standard deontic logic's normative positions.",conf/deon/KroghH96
core,ICAIL,2003,bounded-deontics|fm-in-law,prior-art,high,373,3,,Specifying and Reasoning with Institutional Agents,Filipe Santos; Olga Pacheco,"Role-based deontic/action modal logic for institutional agents, automated via tableaux theorem proving",conf/icail/SantosP03
core,DEON,2010,bounded-deontics,example,high,375,5,http://orbilu.uni.lu/handle/10993/15940,Obligations and Prohibitions in Talmudic Deontic Logic,Michael Abraham; Dov M. Gabbay; Uri J. Schild,Deontic logic applied to Talmudic law obligations/prohibitions; concrete legal-text formalization case study.,conf/deon/AbrahamGS10
core,ICAIL,1995,intro,prior-art,high,380,29,https://dl.acm.org/doi/pdf/10.1145/222092.222257,The Systematization of Legal Meta-Inference,Hajime Yoshino,Formalizes legal meta-inference (meta-rules over changing legal knowledge) as deductive reasoning,conf/icail/Yoshino95
core,JURIX,2010,fm-in-law|intro,prior-art,high,381,9,,Model Checking Legal Documents,Daniel Gorín; Sergio Mera; Fernando Schapachnik,FormaLex toolset uses off-the-shelf LTL model checkers for automatic analysis of legislative drafts,conf/jurix/GorinMS10
core,JURIX,2022,intro|cnl,supports,high,382,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220473,An End-to-End Pipeline from Law Text to Logical Formulas,Aarne Ranta; Inari Listenmaa; Jerrold Soh; Meng Weng Wong,Meng Weng Wong co-authored pipeline from NL law text to logical formulas via assembly-logic intermediate representation,conf/jurix/RantaLSW22
core,JURIX,2021,bounded-deontics,prior-art,high,384,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210333,Computability of Diagrammatic Theories for Normative Positions,Matteo Pascucci; Giovanni Sileno,Diagrammatic (Hohfeldian/Aristotelian) theories of normative positions with computability results,conf/jurix/PascucciS21
core,JURIX,2012,bounded-deontics|intro,prior-art,high,386,7,,Types of Rights in Two-Party Systems: A Formal Analysis,Gordon J. Pace; Fernando Schapachnik,Formalizes Kanger's rights (claim/freedom/power/immunity) as permissions/obligations for two-party contracts,conf/jurix/PaceS12
core,JURIX,2015,bounded-deontics,prior-art,high,392,6,,Influence and Responsibility: A Logical Analysis,Emiliano Lorini; Giovanni Sartor,STIT logic analysis of influence-based (secondary/accomplice) responsibility,conf/jurix/LoriniS15
core,ICAIL,2019,bounded-deontics|intro,prior-art,high,393,4,,"The False, the Former, and the Parish Priest",Robert van Doesburg; Tom M. van Engers,Debates deontic vs potestative (power) norms using the FLINT domain-specific language,conf/icail/DoesburgE19
core,ICAIL,1987,bounded-deontics,prior-art,high,394,5,https://dl.acm.org/doi/pdf/10.1145/41735.41754,On the Relationship Between Permission and Obligation,A. J. I. Jones,Classic critique of McCarty's dynamic-logic semantics for permission and obligation,conf/icail/Jones87
